区,町,ふりがな,番地,燃えるゴミ,燃えないゴミボンベ・スプレー,,容器包装プラスチック,,缶・びん・ペットボトル,,備考,,パターン,
垂水区,狩口台,かりぐちだい,2丁目,月木,24,火,毎週,金,毎週,水,,か,3,3
垂水区,狩口台,かりぐちだい,3丁目,月木,24,火,毎週,金,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：078-783-0333）へお問合せください。,か,3,3
垂水区,狩口台,かりぐちだい,4丁目,月木,24,火,毎週,金,毎週,水,,か,3,3
垂水区,狩口台,かりぐちだい,5丁目,月木,24,火,毎週,金,毎週,水,,か,3,3
垂水区,狩口台,かりぐちだい,6丁目,月木,24,火,毎週,金,毎週,水,,か,3,3
垂水区,狩口台,かりぐちだい,7丁目,月木,24,火,毎週,金,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：078-783-0333）へお問合せください。,か,3,3
垂水区,狩口台,かりぐちだい,7丁目（ライオンズマンション舞子）,月木,13,火,毎週,金,毎週,水,,か,1,1
垂水区,上高丸,かみたかまる,1丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,上高丸,かみたかまる,2丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,上高丸,かみたかまる,3丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,北舞子,きたまいこ,1丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,北舞子,きたまいこ,2丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,北舞子,きたまいこ,3丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,北舞子,きたまいこ,4丁目,月木,13,金,毎週,火,毎週,水,この地域は、同じ町内に「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なる地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局垂水事業所（電話：078-783-0333）へお問合せください。,か,2,2
垂水区,北舞子,きたまいこ,4丁目西自治会舞子坂地区,月木,24,火,毎週,金,毎週,水,,か,3,3
垂水区,北舞子,きたまいこ,4丁目西自治会舞子台地区,月木,13,火,毎週,金,毎週,水,,か,1,1
垂水区,陸ノ町,くがのちょう,,火金,24,月,毎週,水,毎週,水,,か,22,22
垂水区,御霊町,ごりょうちょう,,火金,24,月,毎週,水,毎週,水,,か,22,22
垂水区,向陽,こうよう,1丁目,火金,24,月,毎週,水,毎週,水,,か,22,22
垂水区,向陽,こうよう,2丁目,火金,24,月,毎週,水,毎週,水,,か,22,22
垂水区,向陽,こうよう,3丁目,火金,24,月,毎週,水,毎週,水,,か,22,22
垂水区,五色山,ごしきやま,1丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,五色山,ごしきやま,2丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,五色山,ごしきやま,3丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,五色山,ごしきやま,4丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,五色山,ごしきやま,5丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,五色山,ごしきやま,6丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,五色山,ごしきやま,7丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,五色山,ごしきやま,8丁目,月木,13,金,毎週,火,毎週,水,,か,2,2
垂水区,小束台,こづかだい,,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山,こづかやま,1丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山,こづかやま,2丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山,こづかやま,3丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山,こづかやま,4丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山,こづかやま,5丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山,こづかやま,6丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山,こづかやま,7丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山手,こづかやまて,1丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山手,こづかやまて,3丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山本町,こづかやまほんまち,1丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山本町,こづかやまほんまち,2丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山本町,こづかやまほんまち,3丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,小束山本町,こづかやまほんまち,4丁目,火金,24,木,毎週,水,毎週,水,,か,24,24
垂水区,坂上,さかがみ,1丁目,火金,24,月,毎週,水,毎週,水,,さ,22,22
垂水区,坂上,さかがみ,2丁目,火金,24,月,毎週,水,毎週,水,,さ,22,22
垂水区,坂上,さかがみ,3丁目,火金,24,月,毎週,水,毎週,水,,さ,22,22
垂水区,坂上,さかがみ,4丁目,火金,24,月,毎週,水,毎週,水,,さ,22,22
垂水区,坂上,さかがみ,5丁目,火金,24,月,毎週,水,毎週,水,,さ,22,22
垂水区,潮見が丘,しおみがおか,1丁目,火金,24,木,毎週,水,毎週,水,,さ,24,24
垂水区,潮見が丘,しおみがおか,2丁目,火金,24,木,毎週,水,毎週,水,,さ,24,24
垂水区,塩屋北町,しおやきたまち,1丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
垂水区,塩屋北町,しおやきたまち,2丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
垂水区,塩屋北町,しおやきたまち,3丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
垂水区,塩屋北町,しおやきたまち,4丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
垂水区,清水が丘,しみずがおか,1丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,清水が丘,しみずがおか,2丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,清水が丘,しみずがおか,3丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,1丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,2丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,3丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,4丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,5丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,5丁目(県営神陵台鉄筋住宅),月木,24,金,毎週,水,毎週,水,,さ,16,16
垂水区,神陵台,しんりょうだい,6丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,7丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,8丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,神陵台,しんりょうだい,9丁目,月木,24,火,毎週,水,毎週,水,,さ,15,15
垂水区,塩屋台,しおやだい,1丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋台,しおやだい,2丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋台,しおやだい,3丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,城が山,しろがやま,1丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,城が山,しろがやま,2丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,城が山,しろがやま,3丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,城が山,しろがやま,4丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,城が山,しろがやま,5丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,清水通,しみずどおり,,火金,24,月,毎週,水,毎週,水,,さ,22,22
垂水区,塩屋町,しおやちょう,丁目なし,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋町,しおやちょう,1丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋町,しおやちょう,2丁目,火金,13,月,毎週,木,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：078-783-0333）へお問合せください。,さ,5,5
垂水区,塩屋町,しおやちょう,3丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋町,しおやちょう,4丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋町,しおやちょう,5丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋町,しおやちょう,6丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋町,しおやちょう,7丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋町,しおやちょう,8丁目,火金,13,月,毎週,木,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：078-783-0333）へお問合せください。,さ,5,5
垂水区,塩屋町,しおやちょう,9丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,塩屋町,しおやちょう,大谷,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,下畑町,しもはたちょう,第二神明以北,火金,13,木,毎週,月,毎週,水,この地域は、同じ町内に「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なる地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局垂水事業所（電話：078-783-0333）へお問合せください。,さ,6,6
垂水区,下畑町,しもはたちょう,第二神明以南,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,神和台,しんわだい,1丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
垂水区,神和台,しんわだい,2丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
垂水区,神和台,しんわだい,3丁目,火金,13,木,毎週,月,毎週,水,,さ,6,6
垂水区,松風台,しょうふうだい,1丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,松風台,しょうふうだい,2丁目,火金,13,月,毎週,木,毎週,水,,さ,5,5
垂水区,星陵台,せいりょうだい,1丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
垂水区,星陵台,せいりょうだい,2丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
垂水区,星陵台,せいりょうだい,3丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
垂水区,星陵台,せいりょうだい,4丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
垂水区,星陵台,せいりょうだい,5丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
垂水区,星陵台,せいりょうだい,6丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
垂水区,星陵台,せいりょうだい,7丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
垂水区,星陵台,せいりょうだい,8丁目,月木,13,金,毎週,火,毎週,水,,さ,2,2
垂水区,清玄町,せいげんちょう,,火金,13,木,毎週,月,毎週,水,,さ,6,6
垂水区,高丸,たかまる,1丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,高丸,たかまる,2丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,高丸,たかまる,3丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,高丸,たかまる,4丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,高丸,たかまる,5丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,高丸,たかまる,6丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,高丸,たかまる,7丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,高丸,たかまる,8丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,多聞台,たもんだい,1丁目,月木,24,金,毎週,水,毎週,水,,た,16,16
垂水区,多聞台,たもんだい,2丁目,月木,24,金,毎週,水,毎週,水,,た,16,16
垂水区,多聞台,たもんだい,3丁目,月木,24,金,毎週,水,毎週,水,,た,16,16
垂水区,多聞台,たもんだい,4丁目,月木,24,金,毎週,水,毎週,水,,た,16,16
垂水区,多聞台,たもんだい,5丁目,月木,24,金,毎週,水,毎週,水,,た,16,16
垂水区,多聞町,たもんちょう,,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,千代が丘,ちよがおか,1丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,千代が丘,ちよがおか,2丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,千鳥が丘,ちどりがおか,1丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,千鳥が丘,ちどりがおか,2丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,千鳥が丘,ちどりがおか,3丁目,火金,24,木,毎週,水,毎週,水,,た,24,24
垂水区,つつじが丘,つつじがおか,1丁目,火金,13,木,毎週,月,毎週,水,,た,6,6
垂水区,つつじが丘,つつじがおか,2丁目,火金,13,木,毎週,月,毎週,水,,た,6,6
垂水区,つつじが丘,つつじがおか,3丁目,火金,13,木,毎週,月,毎週,水,,た,6,6
垂水区,つつじが丘,つつじがおか,4丁目,火金,13,木,毎週,月,毎週,水,,た,6,6
垂水区,つつじが丘,つつじがおか,5丁目,火金,13,木,毎週,月,毎週,水,,た,6,6
垂水区,つつじが丘,つつじがおか,6丁目,火金,13,木,毎週,月,毎週,水,,た,6,6
垂水区,つつじが丘,つつじがおか,7丁目,火金,13,木,毎週,月,毎週,水,,た,6,6
垂水区,天ノ下町,てんのしたちょう,,火金,24,月,毎週,水,毎週,水,,た,22,22
垂水区,仲田,なかた,1丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
垂水区,仲田,なかた,2丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
垂水区,仲田,なかた,3丁目,月木,13,金,毎週,火,毎週,水,,な,2,2
垂水区,中道,なかみち,1丁目,火金,24,月,毎週,水,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：078-783-0333）へお問合せください。,な,22,22
垂水区,中道,なかみち,2丁目,火金,24,月,毎週,水,毎週,水,,な,22,22
垂水区,中道,なかみち,3丁目,火金,24,月,毎週,水,毎週,水,,な,22,22
垂水区,中道,なかみち,4丁目,火金,24,月,毎週,水,毎週,水,,な,22,22
垂水区,中道,なかみち,5丁目,火金,24,月,毎週,水,毎週,水,,な,22,22
垂水区,中道,なかみち,6丁目,火金,24,月,毎週,水,毎週,水,,な,22,22
垂水区,西舞子,にしまいこ,1丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西舞子,にしまいこ,2丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西舞子,にしまいこ,3丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西舞子,にしまいこ,4丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西舞子,にしまいこ,5丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西舞子,にしまいこ,6丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西舞子,にしまいこ,6丁目（ライオンズマンション西舞子・舞子ビレッジ）,月木,24,火,毎週,金,毎週,水,,な,3,3
垂水区,西舞子,にしまいこ,7丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西舞子,にしまいこ,8丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西舞子,にしまいこ,9丁目,月木,13,火,毎週,金,毎週,水,,な,1,1
垂水区,西脇,にしわき,1丁目,月木,24,金,毎週,水,毎週,水,,な,16,16
垂水区,西脇,にしわき,2丁目,月木,24,金,毎週,水,毎週,水,,な,16,16
垂水区,野田通,のだどおり,,火金,24,月,毎週,水,毎週,水,,な,22,22
垂水区,馬場通,ばばどおり,,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,東垂水,ひがしたるみ,1丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,東垂水,ひがしたるみ,2丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,東垂水,ひがしたるみ,3丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,東垂水町,ひがしたるみちょう,東高丸,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,東垂水町,ひがしたるみちょう,字菅ノ口,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,東垂水町,ひがしたるみちょう,字流田,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,東垂水町,ひがしたるみちょう,字高丸,火金,13,月,毎週,木,毎週,水,,は,5,5
垂水区,東舞子町,ひがしまいこちょう,,月木,13,火,毎週,金,毎週,水,,は,1,1
垂水区,日向,ひゅうが,1丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,日向,ひゅうが,2丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,平磯,ひらいそ,1丁目,月木,13,火,毎週,金,毎週,水,,は,1,1
垂水区,平磯,ひらいそ,2丁目,月木,13,火,毎週,金,毎週,水,,は,1,1
垂水区,平磯,ひらいそ,3丁目,月木,13,火,毎週,金,毎週,水,,は,1,1
垂水区,平磯,ひらいそ,4丁目,月木,13,火,毎週,金,毎週,水,,は,1,1
垂水区,福田,ふくだ,1丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,福田,ふくだ,2丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,福田,ふくだ,3丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,福田,ふくだ,4丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,福田,ふくだ,5丁目,火金,24,月,毎週,水,毎週,水,,は,22,22
垂水区,星が丘,ほしがおか,1丁目,月木,13,金,毎週,火,毎週,水,,は,2,2
垂水区,星が丘,ほしがおか,2丁目,月木,13,金,毎週,火,毎週,水,,は,2,2
垂水区,星が丘,ほしがおか,3丁目,月木,13,金,毎週,火,毎週,水,,は,2,2
垂水区,本多聞,ほんたもん,1丁目,月木,24,金,毎週,水,毎週,水,,は,16,16
垂水区,本多聞,ほんたもん,2丁目,月木,24,金,毎週,水,毎週,水,,は,16,16
垂水区,本多聞,ほんたもん,3丁目,月木,24,金,毎週,水,毎週,水,,は,16,16
垂水区,本多聞,ほんたもん,4丁目,月木,24,金,毎週,水,毎週,水,,は,16,16
垂水区,本多聞,ほんたもん,5丁目,月木,24,金,毎週,水,毎週,水,,は,16,16
垂水区,本多聞,ほんたもん,6丁目,月木,24,金,毎週,水,毎週,水,,は,16,16
垂水区,本多聞,ほんたもん,7丁目,月木,24,金,毎週,水,毎週,水,,は,16,16
垂水区,舞子台,まいこだい,1丁目,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,舞子台,まいこだい,2丁目,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,舞子台,まいこだい,3丁目,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,舞子台,まいこだい,4丁目,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,舞子台,まいこだい,5丁目,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,舞子台,まいこだい,6丁目,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,舞子台,まいこだい,7丁目,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,舞子台,まいこだい,8丁目,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,舞子坂,まいこざか,1丁目,月木,24,火,毎週,金,毎週,水,,ま,3,3
垂水区,舞子坂,まいこざか,2丁目,月木,24,火,毎週,金,毎週,水,,ま,3,3
垂水区,舞子坂,まいこざか,3丁目,月木,24,火,毎週,金,毎週,水,,ま,3,3
垂水区,舞子坂,まいこざか,4丁目,月木,24,火,毎週,金,毎週,水,,ま,3,3
垂水区,舞多聞東,まいたもんひがし,1丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞東,まいたもんひがし,2丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞東,まいたもんひがし,3丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞西,まいたもんにし,1丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞西,まいたもんにし,2丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞西,まいたもんにし,3丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞西,まいたもんにし,4丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞西,まいたもんにし,5丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞西,まいたもんにし,6丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞西,まいたもんにし,7丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,舞多聞西,まいたもんにし,8丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,学が丘,まなびがおか,1丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,学が丘,まなびがおか,2丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,学が丘,まなびがおか,3丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,学が丘,まなびがおか,3丁目（ドルミハイツＡ・Ｂ棟、ディオフォルティ学園都市Ｃ棟）,火金,24,金,毎週,水,毎週,水,,ま,45,45
垂水区,学が丘,まなびがおか,4丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,学が丘,まなびがおか,5丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,学が丘,まなびがおか,6丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,学が丘,まなびがおか,7丁目,月木,24,金,毎週,水,毎週,水,,ま,16,16
垂水区,宮本町,みやもとちょう,,月木,13,火,毎週,金,毎週,水,,ま,1,1
垂水区,瑞ケ丘,みずがおか,,火金,24,月,毎週,水,毎週,水,,ま,22,22
垂水区,みずき台,みずきだい,,火金,13,木,毎週,月,毎週,水,,ま,6,6
垂水区,瑞穂通,みずほどおり,,火金,24,月,毎週,水,毎週,水,,ま,22,22
垂水区,美山台,みやまだい,1丁目,火金,24,月,毎週,水,毎週,水,,ま,22,22
垂水区,美山台,みやまだい,2丁目,火金,24,月,毎週,水,毎週,水,,ま,22,22
垂水区,美山台,みやまだい,3丁目,火金,24,月,毎週,水,毎週,水,,ま,22,22
垂水区,南多聞台,みなみたもんどおり,1丁目,月木,24,火,毎週,水,毎週,水,,ま,15,15
垂水区,南多聞台,みなみたもんどおり,2丁目,月木,24,火,毎週,水,毎週,水,,ま,15,15
垂水区,南多聞台,みなみたもんどおり,3丁目,月木,24,火,毎週,水,毎週,水,,ま,15,15
垂水区,南多聞台,みなみたもんどおり,4丁目,月木,24,火,毎週,水,毎週,水,,ま,15,15
垂水区,南多聞台,みなみたもんどおり,5丁目,月木,24,火,毎週,水,毎週,水,,ま,15,15
垂水区,南多聞台,みなみたもんどおり,6丁目,月木,24,火,毎週,水,毎週,水,,ま,15,15
垂水区,南多聞台,みなみたもんどおり,7丁目,月木,24,火,毎週,金,毎週,水,,ま,3,3
垂水区,南多聞台,みなみたもんどおり,8丁目,月木,24,火,毎週,金,毎週,水,,ま,3,3
垂水区,名谷町,みょうだにちょう,丁目なし,火金,13,木,毎週,月,毎週,水,この地域は、同じ町内に「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なる地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局垂水事業所（電話：078-783-0333）へお問合せください。,ま,6,6
垂水区,名谷町,みょうだにちょう,権行司前田自治会,火金,24,月,毎週,水,毎週,水,,ま,22,22
垂水区,名谷町,みょうだにちょう,字猿倉（七曲り南側）,火金,24,木,毎週,水,毎週,水,,ま,24,24
垂水区,名谷町,みょうだにちょう,ディアージュ神戸,火金,24,金,毎週,水,毎週,水,,ま,45,45
垂水区,桃山台,ももやまだい,1丁目,火金,13,木,毎週,月,毎週,水,,ま,6,6
垂水区,桃山台,ももやまだい,2丁目,火金,13,木,毎週,月,毎週,水,,ま,6,6
垂水区,桃山台,ももやまだい,3丁目,火金,13,木,毎週,月,毎週,水,,ま,6,6
垂水区,桃山台,ももやまだい,4丁目,火金,13,木,毎週,月,毎週,水,,ま,6,6
垂水区,桃山台,ももやまだい,5丁目,火金,13,木,毎週,月,毎週,水,,ま,6,6
垂水区,桃山台,ももやまだい,6丁目,火金,13,木,毎週,月,毎週,水,,ま,6,6
垂水区,桃山台,ももやまだい,7丁目,火金,13,木,毎週,月,毎週,水,,ま,6,6
垂水区,山手,やまて,1丁目,火金,24,月,毎週,水,毎週,水,,や,22,22
垂水区,山手,やまて,2丁目,火金,24,月,毎週,水,毎週,水,,や,22,22
垂水区,山手,やまて,3丁目,火金,24,月,毎週,水,毎週,水,,や,22,22
垂水区,山手,やまて,4丁目,火金,24,月,毎週,水,毎週,水,,や,22,22
垂水区,山手,やまて,5丁目,火金,24,月,毎週,水,毎週,水,,や,22,22
垂水区,山手,やまて,6丁目,火金,24,月,毎週,水,毎週,水,,や,22,22
垂水区,山手,やまて,7丁目,火金,24,月,毎週,水,毎週,水,,や,22,22
垂水区,山手,やまて,8丁目,火金,24,月,毎週,水,毎週,水,,や,22,22
西区,秋葉台,あきばだい,1丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
西区,秋葉台,あきばだい,2丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
西区,秋葉台,あきばだい,3丁目,火金,13,月,毎週,水,毎週,水,,あ,17,17
西区,曙町,あけぼのちょう,,月木,24,火,毎週,水,毎週,水,,あ,15,15
西区,天が岡,あまがおか,,月木,13,木,毎週,火,毎週,水,,あ,28,28
西区,伊川谷町,いかわだにちょう,有瀬,火金,24,木,毎週,月,毎週,水,,あ,8,8
西区,伊川谷町,いかわだにちょう,井吹,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,伊川谷町,いかわだにちょう,上脇,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,伊川谷町,いかわだにちょう,小寺,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,伊川谷町,いかわだにちょう,前開,火金,24,月,毎週,木,毎週,水,,あ,7,7
西区,伊川谷町,いかわだにちょう,潤和,火金,24,木,毎週,月,毎週,水,,あ,8,8
西区,伊川谷町,いかわだにちょう,長坂,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,伊川谷町,いかわだにちょう,布施畑,火金,24,月,毎週,木,毎週,水,,あ,7,7
西区,伊川谷町,いかわだにちょう,別府,-,-,-,-,-,-,-,この地域は、同じ町内に収集日が異なる地域があるため収集日を表示することができません。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局西事業所（電話：078-961-1414）へお問合せください。,あ,-,-
西区,池上,いけがみ,1丁目,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,池上,いけがみ,2丁目,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,池上,いけがみ,3丁目,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,池上,いけがみ,4丁目,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,池上,いけがみ,5丁目,火金,24,金,毎週,木,毎週,水,,あ,46,46
西区,井吹台西町,いぶきだいにしまち,1丁目,月木,24,月,毎週,金,毎週,水,,あ,32,32
